Data As Of,Jurisdiction of Occurrence,MMWR Year,MMWR Week,Week Ending Date,All Cause,Natural Cause,Malignant neoplasms,Alzheimer disease,Chronic lower respiratory diseases,Diseases of heart,Cerebrovascular diseases,COVID-19_Multiple Cause of Death,Year,Week,Days_Since_Last_Week,Total_Deaths,Malignancy_Mortality_Rate,Heart_Disease_Mortality_Rate,Natural_Cause_Prop,Month,Season,Seasonal Pattern
27/09/2023,Wisconsin,2022,33,2022-08-20,1023,907,197,35,51,227,47,36,2022,33,7.0,2523,7.808164883075704,8.997225525168451,0.35949266745937375,8,3,Summer
27/09/2023,Wisconsin,2022,34,2022-08-27,1053,925,207,39,44,226,57,53,2022,34,7.0,2604,7.949308755760369,8.678955453149001,0.35522273425499235,8,3,Summer
27/09/2023,Wisconsin,2022,35,2022-09-03,1073,969,252,32,38,233,48,40,2022,35,7.0,2685,9.385474860335195,8.67783985102421,0.36089385474860336,9,4,Autumn
27/09/2023,Wisconsin,2022,36,2022-09-10,1047,941,237,40,40,209,48,51,2022,36,7.0,2613,9.07003444316877,7.9984691924990425,0.3601224646000765,9,4,Autumn
27/09/2023,Wisconsin,2022,37,2022-09-17,1060,941,219,32,43,224,53,36,2022,37,7.0,2608,8.397239263803682,8.588957055214724,0.3608128834355828,9,4,Autumn
27/09/2023,Wisconsin,2022,38,2022-09-24,1109,977,224,45,32,242,52,36,2022,38,7.0,2717,8.244387191755614,8.906882591093117,0.35958778064041225,9,4,Autumn
27/09/2023,Wisconsin,2022,39,2022-10-01,1105,986,231,50,58,244,48,40,2022,39,7.0,2762,8.36350470673425,8.834178131788558,0.3569876900796524,10,4,Autumn
27/09/2023,Wisconsin,2022,40,2022-10-08,1145,998,234,51,53,228,63,34,2022,40,7.0,2806,8.33927298645759,8.12544547398432,0.3556664290805417,10,4,Autumn
27/09/2023,Wisconsin,2022,41,2022-10-15,1170,1045,240,47,46,274,52,36,2022,41,7.0,2910,8.24742268041237,9.415807560137457,0.359106529209622,10,4,Autumn
27/09/2023,Wisconsin,2022,42,2022-10-22,1148,1029,235,51,55,237,71,50,2022,42,7.0,2876,8.171070931849792,8.240611961057024,0.35778859527121004,10,4,Autumn
27/09/2023,Wisconsin,2022,43,2022-10-29,1145,1032,236,71,56,268,40,41,2022,43,7.0,2889,8.168916580131533,9.27656628591208,0.3572170301142264,10,4,Autumn
27/09/2023,Wisconsin,2022,44,2022-11-05,1124,1006,237,52,44,244,41,51,2022,44,7.0,2799,8.467309753483388,8.717399071096821,0.3594140764558771,11,4,Autumn
27/09/2023,Wisconsin,2022,45,2022-11-12,1150,1021,228,48,46,223,51,71,2022,45,7.0,2838,8.0338266384778,7.857646229739252,0.3597603946441156,11,4,Autumn
27/09/2023,Wisconsin,2022,46,2022-11-19,1202,1094,269,44,57,259,54,49,2022,46,7.0,3028,8.883751651254954,8.553500660501982,0.36129458388375163,11,4,Autumn
27/09/2023,Wisconsin,2022,47,2022-11-26,1194,1102,223,54,49,290,51,53,2022,47,7.0,3016,7.393899204244033,9.615384615384617,0.36538461538461536,11,4,Autumn
27/09/2023,Wisconsin,2022,48,2022-12-03,1228,1121,225,47,72,271,68,58,2022,48,7.0,3090,7.281553398058252,8.770226537216828,0.3627831715210356,12,1,Winter
27/09/2023,Wisconsin,2022,49,2022-12-10,1255,1109,220,55,61,273,51,50,2022,49,7.0,3074,7.156798959011061,8.880936890045543,0.3607677293428757,12,1,Winter
27/09/2023,Wisconsin,2022,50,2022-12-17,1228,1145,250,48,49,281,46,56,2022,50,7.0,3103,8.056719303899452,9.055752497582985,0.36899774411859493,12,1,Winter
27/09/2023,Wisconsin,2022,51,2022-12-24,1232,1113,242,46,71,267,53,72,2022,51,7.0,3096,7.816537467700259,8.624031007751938,0.3594961240310077,12,1,Winter
27/09/2023,Wisconsin,2022,52,2022-12-31,1333,1206,244,58,59,297,68,61,2022,52,7.0,3326,7.336139506915214,8.929645219482863,0.36259771497294047,12,1,Winter
27/09/2023,Wisconsin,2023,1,2023-01-07,1314,1185,236,53,65,291,65,61,2023,1,7.0,3270,7.217125382262997,8.89908256880734,0.3623853211009174,1,1,Winter
27/09/2023,Wisconsin,2023,2,2023-01-14,1248,1136,241,68,64,236,45,44,2023,2,7.0,3082,7.81959766385464,7.657365347177157,0.3685918234912395,1,1,Winter
27/09/2023,Wisconsin,2023,3,2023-01-21,1171,1073,233,51,59,244,52,35,2023,3,7.0,2918,7.984921178889651,8.36189170664839,0.36771761480466075,1,1,Winter
27/09/2023,Wisconsin,2023,4,2023-01-28,1087,976,211,40,34,248,50,29,2023,4,7.0,2675,7.88785046728972,9.271028037383179,0.36485981308411214,1,1,Winter
27/09/2023,Wisconsin,2023,5,2023-02-04,1156,1036,247,37,47,248,51,40,2023,5,7.0,2862,8.630328441649196,8.665269042627532,0.36198462613556953,2,1,Winter
27/09/2023,Wisconsin,2023,6,2023-02-11,1140,1038,223,48,43,248,55,36,2023,6,7.0,2831,7.877075238431649,8.760155422112328,0.3666548922642176,2,1,Winter
27/09/2023,Wisconsin,2023,7,2023-02-18,1113,1017,234,42,55,256,53,31,2023,7,7.0,2801,8.35415922884684,9.139593002499108,0.36308461263834346,2,1,Winter
27/09/2023,Wisconsin,2023,8,2023-02-25,1117,1007,213,52,51,262,50,43,2023,8,7.0,2795,7.620751341681574,9.373881932021467,0.3602862254025045,2,1,Winter
27/09/2023,Wisconsin,2023,9,2023-03-04,1110,1002,200,50,40,254,54,36,2023,9,7.0,2746,7.283321194464676,9.249817916970137,0.36489439184268024,3,2,Spring
27/09/2023,Wisconsin,2023,10,2023-03-11,1087,986,210,51,43,245,56,27,2023,10,7.0,2705,7.763401109057301,9.057301293900185,0.3645101663585952,3,2,Spring
27/09/2023,Wisconsin,2023,11,2023-03-18,1137,1036,207,53,53,255,49,41,2023,11,7.0,2831,7.3119039208760155,9.007417873542918,0.3659484281172731,3,2,Spring
27/09/2023,Wisconsin,2023,12,2023-03-25,1117,1021,215,34,55,273,57,42,2023,12,7.0,2814,7.6403695806680885,9.701492537313433,0.36282871357498225,3,2,Spring
27/09/2023,Wisconsin,2023,13,2023-04-01,1075,969,202,40,58,231,58,24,2023,13,7.0,2657,7.602559277380504,8.694015807301469,0.36469702672186677,4,2,Spring
27/09/2023,Wisconsin,2023,14,2023-04-08,1100,1005,204,53,52,236,55,35,2023,14,7.0,2740,7.445255474452554,8.613138686131387,0.36678832116788324,4,2,Spring
27/09/2023,Wisconsin,2023,15,2023-04-15,1131,1041,222,46,58,250,57,28,2023,15,7.0,2833,7.836216025414755,8.824567596187787,0.36745499470525944,4,2,Spring
27/09/2023,Wisconsin,2023,16,2023-04-22,1068,984,219,46,44,258,46,23,2023,16,7.0,2688,8.147321428571429,9.598214285714286,0.36607142857142855,4,2,Spring
27/09/2023,Wisconsin,2023,17,2023-04-29,1061,976,227,49,45,238,51,19,2023,17,7.0,2666,8.514628657164291,8.927231807951989,0.36609152288072017,4,2,Spring
27/09/2023,Wisconsin,2023,18,2023-05-06,1026,925,219,38,43,206,61,18,2023,18,7.0,2536,8.635646687697161,8.123028391167193,0.36474763406940064,5,2,Spring
27/09/2023,Wisconsin,2023,19,2023-05-13,1059,958,221,45,37,253,43,14,2023,19,7.0,2630,8.403041825095057,9.61977186311787,0.36425855513307986,5,2,Spring
27/09/2023,Wisconsin,2023,20,2023-05-20,1115,1022,240,48,53,241,52,13,2023,20,7.0,2784,8.620689655172415,8.656609195402298,0.3670977011494253,5,2,Spring
27/09/2023,Wisconsin,2023,21,2023-05-27,1097,998,232,46,61,246,50,16,2023,21,7.0,2746,8.448652585579024,8.958485069191552,0.36343772760378734,5,2,Spring
27/09/2023,Wisconsin,2023,22,2023-06-03,1176,1081,242,50,43,267,62,12,2023,22,7.0,2933,8.250937606546199,9.103307193999319,0.3685646096147289,6,3,Summer
27/09/2023,Wisconsin,2023,23,2023-06-10,1018,908,225,29,39,210,52,262,2023,23,7.0,2743,8.20269777615749,7.655851257746993,0.33102442581115565,6,3,Summer
27/09/2023,Wisconsin,2023,24,2023-06-17,1064,970,222,38,40,218,44,262,2023,24,7.0,2858,7.7676696990902725,7.6277116864940515,0.33939818054583626,6,3,Summer
27/09/2023,Wisconsin,2023,25,2023-06-24,1036,932,224,39,53,227,52,262,2023,25,7.0,2825,7.929203539823009,8.035398230088497,0.32991150442477873,6,3,Summer
27/09/2023,Wisconsin,2023,26,2023-07-01,1019,929,190,34,48,224,44,10,2023,26,7.0,2498,7.606084867894316,8.967173738991193,0.3718975180144115,7,3,Summer
27/09/2023,Wisconsin,2023,27,2023-07-08,997,900,193,31,42,237,51,262,2023,27,7.0,2713,7.113896056026539,8.73571691854036,0.3317360855141909,7,3,Summer
27/09/2023,Wisconsin,2023,28,2023-07-15,1064,970,233,37,44,235,49,262,2023,28,7.0,2894,8.0511402902557,8.120248790601243,0.33517622667588115,7,3,Summer
27/09/2023,Wisconsin,2023,29,2023-07-22,981,904,210,39,40,235,41,262,2023,29,7.0,2712,7.7433628318584065,8.665191740412979,0.3333333333333333,7,3,Summer
27/09/2023,Wisconsin,2023,30,2023-07-29,1033,951,216,36,43,219,44,262,2023,30,7.0,2804,7.703281027104136,7.8102710413694725,0.3391583452211127,7,3,Summer
27/09/2023,Wisconsin,2023,31,2023-08-05,1051,963,244,42,49,225,46,262,2023,31,7.0,2882,8.466342817487856,7.807078417765441,0.33414295628036084,8,3,Summer
27/09/2023,Wisconsin,2023,32,2023-08-12,1028,951,235,44,45,223,59,13,2023,32,7.0,2598,9.045419553502693,8.583525789068515,0.36605080831408776,8,3,Summer
27/09/2023,Wisconsin,2023,33,2023-08-19,1041,964,247,39,38,217,40,10,2023,33,7.0,2596,9.514637904468414,8.359013867488443,0.3713405238828968,8,3,Summer
27/09/2023,Wisconsin,2023,34,2023-08-26,975,904,199,33,45,204,51,262,2023,34,7.0,2673,7.4448185559296665,7.631874298540965,0.3381967826412271,8,3,Summer
27/09/2023,Wisconsin,2023,35,2023-09-02,1019,978,243,42,43,198,55,14,2023,35,7.0,2592,9.375,7.638888888888889,0.3773148148148148,9,4,Autumn
27/09/2023,Wisconsin,2023,36,2023-09-09,892,869,194,37,39,188,54,262,2023,36,7.0,2535,7.652859960552267,7.416173570019724,0.3428007889546351,9,4,Autumn
27/09/2023,Wisconsin,2023,37,2023-09-16,725,724,170,44,24,171,44,262,2023,37,7.0,2164,7.8558225508317925,7.902033271719039,0.3345656192236599,9,4,Autumn
27/09/2023,Wyoming,2020,1,2020-01-04,144,130,31,103,10,30,133,0,2020,1,-1351.0,581,5.335628227194492,5.163511187607573,0.22375215146299485,1,1,Winter
27/09/2023,Wyoming,2020,2,2020-01-11,81,69,13,103,121,18,133,0,2020,2,7.0,538,2.41635687732342,3.3457249070631967,0.12825278810408922,1,1,Winter
27/09/2023,Wyoming,2020,3,2020-01-18,103,94,19,103,14,20,133,0,2020,3,7.0,486,3.909465020576132,4.11522633744856,0.1934156378600823,1,1,Winter
27/09/2023,Wyoming,2020,4,2020-01-25,96,90,20,103,121,27,133,0,2020,4,7.0,590,3.389830508474576,4.576271186440678,0.15254237288135594,1,1,Winter
27/09/2023,Wyoming,2020,5,2020-02-01,94,85,14,103,121,15,133,0,2020,5,7.0,565,2.47787610619469,2.6548672566371683,0.1504424778761062,2,1,Winter
27/09/2023,Wyoming,2020,6,2020-02-08,97,90,20,103,121,22,133,0,2020,6,7.0,586,3.4129692832764507,3.754266211604096,0.15358361774744028,2,1,Winter
27/09/2023,Wyoming,2020,7,2020-02-15,75,69,19,0,121,17,133,0,2020,7,7.0,434,4.377880184331797,3.9170506912442393,0.15898617511520738,2,1,Winter
27/09/2023,Wyoming,2020,8,2020-02-22,101,89,18,103,121,23,133,0,2020,8,7.0,588,3.061224489795918,3.9115646258503403,0.15136054421768708,2,1,Winter
27/09/2023,Wyoming,2020,9,2020-02-29,100,92,22,103,13,20,133,0,2020,9,7.0,483,4.554865424430641,4.140786749482402,0.19047619047619047,2,1,Winter
27/09/2023,Wyoming,2020,10,2020-03-07,80,69,19,103,121,10,133,0,2020,10,7.0,535,3.551401869158879,1.8691588785046727,0.12897196261682242,3,2,Spring
27/09/2023,Wyoming,2020,11,2020-03-14,85,78,15,103,121,22,133,0,2020,11,7.0,557,2.6929982046678633,3.949730700179533,0.1400359066427289,3,2,Spring
27/09/2023,Wyoming,2020,12,2020-03-21,117,102,26,10,121,24,133,0,2020,12,7.0,533,4.878048780487805,4.50281425891182,0.19136960600375236,3,2,Spring
27/09/2023,Wyoming,2020,13,2020-03-28,88,74,431,103,121,18,133,0,2020,13,7.0,968,44.52479338842975,1.859504132231405,0.07644628099173553,3,2,Spring
27/09/2023,Wyoming,2020,14,2020-04-04,123,106,21,103,10,26,133,0,2020,14,7.0,522,4.022988505747127,4.980842911877394,0.20306513409961685,4,2,Spring
27/09/2023,Wyoming,2020,15,2020-04-11,102,88,18,103,13,15,133,262,2020,15,7.0,734,2.452316076294278,2.043596730245232,0.11989100817438691,4,2,Spring
27/09/2023,Wyoming,2020,16,2020-04-18,89,82,14,103,121,26,133,262,2020,16,7.0,830,1.6867469879518073,3.132530120481928,0.09879518072289156,4,2,Spring
27/09/2023,Wyoming,2020,17,2020-04-25,98,89,20,103,121,17,133,262,2020,17,7.0,843,2.372479240806643,2.0166073546856467,0.1055753262158956,4,2,Spring
27/09/2023,Wyoming,2020,18,2020-05-02,68,63,16,103,121,17,133,0,2020,18,7.0,521,3.071017274472169,3.262955854126679,0.12092130518234165,5,2,Spring
27/09/2023,Wyoming,2020,19,2020-05-09,83,76,15,103,10,14,133,0,2020,19,7.0,434,3.4562211981566824,3.225806451612903,0.17511520737327188,5,2,Spring
27/09/2023,Wyoming,2020,20,2020-05-16,101,92,23,103,121,24,133,262,2020,20,7.0,859,2.6775320139697323,2.7939464493597206,0.10710128055878929,5,2,Spring
27/09/2023,Wyoming,2020,21,2020-05-23,96,83,15,103,121,27,133,262,2020,21,7.0,840,1.7857142857142856,3.214285714285714,0.0988095238095238,5,2,Spring
27/09/2023,Wyoming,2020,22,2020-05-30,84,75,15,103,121,22,133,262,2020,22,7.0,815,1.8404907975460123,2.6993865030674846,0.09202453987730061,5,2,Spring
27/09/2023,Wyoming,2020,23,2020-06-06,105,85,15,103,121,25,133,262,2020,23,7.0,849,1.76678445229682,2.944640753828033,0.10011778563015312,6,3,Summer
27/09/2023,Wyoming,2020,24,2020-06-13,96,86,18,103,121,20,133,262,2020,24,7.0,839,2.1454112038140645,2.3837902264600714,0.10250297973778308,6,3,Summer
27/09/2023,Wyoming,2020,25,2020-06-20,93,82,17,103,121,22,133,262,2020,25,7.0,833,2.0408163265306123,2.6410564225690276,0.09843937575030012,6,3,Summer
27/09/2023,Wyoming,2020,26,2020-06-27,89,76,26,103,121,14,133,0,2020,26,7.0,562,4.6263345195729535,2.491103202846975,0.13523131672597866,6,3,Summer
27/09/2023,Wyoming,2020,27,2020-07-04,102,87,20,103,121,22,133,0,2020,27,7.0,588,3.4013605442176873,3.741496598639456,0.14795918367346939,7,3,Summer
27/09/2023,Wyoming,2020,28,2020-07-11,104,87,18,103,121,19,133,262,2020,28,7.0,847,2.125147579693034,2.2432113341204247,0.10271546635182999,7,3,Summer
27/09/2023,Wyoming,2020,29,2020-07-18,101,88,17,103,121,23,133,262,2020,29,7.0,848,2.0047169811320753,2.7122641509433962,0.10377358490566038,7,3,Summer
27/09/2023,Wyoming,2020,30,2020-07-25,95,80,15,103,121,16,133,262,2020,30,7.0,825,1.8181818181818181,1.9393939393939394,0.09696969696969697,7,3,Summer
27/09/2023,Wyoming,2020,31,2020-08-01,90,72,15,103,121,19,133,262,2020,31,7.0,815,1.8404907975460123,2.331288343558282,0.08834355828220859,8,3,Summer
27/09/2023,Wyoming,2020,32,2020-08-08,106,90,18,103,121,23,133,262,2020,32,7.0,856,2.102803738317757,2.6869158878504673,0.10514018691588785,8,3,Summer
27/09/2023,Wyoming,2020,33,2020-08-15,113,96,25,103,14,18,133,262,2020,33,7.0,764,3.2722513089005236,2.356020942408377,0.1256544502617801,8,3,Summer
27/09/2023,Wyoming,2020,34,2020-08-22,100,89,21,103,121,13,133,262,2020,34,7.0,842,2.494061757719715,1.5439429928741093,0.10570071258907364,8,3,Summer
27/09/2023,Wyoming,2020,35,2020-08-29,89,71,18,103,121,20,133,0,2020,35,7.0,555,3.2432432432432434,3.6036036036036037,0.12792792792792793,8,3,Summer
27/09/2023,Wyoming,2020,36,2020-09-05,107,96,18,103,121,31,133,262,2020,36,7.0,871,2.066590126291619,3.5591274397244548,0.11021814006888633,9,4,Autumn
27/09/2023,Wyoming,2020,37,2020-09-12,121,104,19,103,121,30,133,262,2020,37,7.0,893,2.127659574468085,3.3594624860022395,0.11646136618141098,9,4,Autumn
27/09/2023,Wyoming,2020,38,2020-09-19,94,81,14,103,121,19,133,262,2020,38,7.0,827,1.6928657799274487,2.2974607013301087,0.09794437726723096,9,4,Autumn
27/09/2023,Wyoming,2020,39,2020-09-26,112,101,27,103,121,27,133,262,2020,39,7.0,886,3.0474040632054176,3.0474040632054176,0.11399548532731377,9,4,Autumn
27/09/2023,Wyoming,2020,40,2020-10-03,119,106,19,103,121,27,133,262,2020,40,7.0,890,2.134831460674157,3.033707865168539,0.11910112359550562,10,4,Autumn
27/09/2023,Wyoming,2020,41,2020-10-10,102,94,21,103,121,20,133,262,2020,41,7.0,856,2.453271028037383,2.336448598130841,0.10981308411214953,10,4,Autumn
27/09/2023,Wyoming,2020,42,2020-10-17,107,95,13,103,15,21,133,13,2020,42,7.0,500,2.6,4.2,0.19,10,4,Autumn
27/09/2023,Wyoming,2020,43,2020-10-24,131,117,17,103,121,26,133,22,2020,43,7.0,670,2.5373134328358207,3.880597014925373,0.1746268656716418,10,4,Autumn
27/09/2023,Wyoming,2020,44,2020-10-31,114,101,14,103,121,17,133,29,2020,44,7.0,632,2.2151898734177213,2.689873417721519,0.15981012658227847,10,4,Autumn
27/09/2023,Wyoming,2020,45,2020-11-07,136,131,24,103,10,18,133,40,2020,45,7.0,595,4.033613445378151,3.0252100840336134,0.22016806722689075,11,4,Autumn
27/09/2023,Wyoming,2020,46,2020-11-14,132,121,15,103,121,28,133,35,2020,46,7.0,688,2.1802325581395348,4.069767441860465,0.17587209302325582,11,4,Autumn
27/09/2023,Wyoming,2020,47,2020-11-21,135,123,17,103,121,20,133,36,2020,47,7.0,688,2.4709302325581395,2.9069767441860463,0.17877906976744187,11,4,Autumn
27/09/2023,Wyoming,2020,48,2020-11-28,138,124,17,103,121,17,133,39,2020,48,7.0,692,2.4566473988439306,2.4566473988439306,0.1791907514450867,11,4,Autumn
27/09/2023,Wyoming,2020,49,2020-12-05,123,111,11,103,121,19,133,46,2020,49,7.0,667,1.6491754122938531,2.848575712143928,0.1664167916041979,12,1,Winter
27/09/2023,Wyoming,2020,50,2020-12-12,143,134,17,103,13,31,133,44,2020,50,7.0,618,2.750809061488673,5.016181229773463,0.2168284789644013,12,1,Winter
27/09/2023,Wyoming,2020,51,2020-12-19,165,152,25,11,14,25,133,44,2020,51,7.0,569,4.393673110720562,4.393673110720562,0.2671353251318102,12,1,Winter
27/09/2023,Wyoming,2020,52,2020-12-26,130,125,18,103,121,29,133,38,2020,52,7.0,697,2.582496413199426,4.160688665710186,0.1793400286944046,12,1,Winter
27/09/2023,Wyoming,2020,53,2021-01-02,129,118,17,103,121,24,133,30,2021,53,7.0,675,2.5185185185185186,3.5555555555555554,0.1748148148148148,1,1,Winter
27/09/2023,Wyoming,2021,1,2021-01-09,127,117,25,103,121,21,133,32,2021,1,7.0,679,3.6818851251840945,3.0927835051546393,0.1723122238586156,1,1,Winter
27/09/2023,Wyoming,2021,2,2021-01-16,110,101,18,103,10,23,133,22,2021,2,7.0,520,3.4615384615384617,4.423076923076923,0.19423076923076923,1,1,Winter
27/09/2023,Wyoming,2021,3,2021-01-23,111,103,11,103,10,19,133,23,2021,3,7.0,513,2.144249512670565,3.7037037037037033,0.20077972709551656,1,1,Winter
27/09/2023,Wyoming,2021,4,2021-01-30,118,108,19,103,121,20,133,16,2021,4,7.0,638,2.978056426332288,3.1347962382445136,0.16927899686520376,1,1,Winter
27/09/2023,Wyoming,2021,5,2021-02-06,112,104,26,103,121,15,133,17,2021,5,7.0,631,4.120443740095087,2.3771790808240887,0.1648177496038035,2,1,Winter
27/09/2023,Wyoming,2021,6,2021-02-13,102,94,17,103,121,15,133,15,2021,6,7.0,600,2.833333333333333,2.5,0.15666666666666668,2,1,Winter
27/09/2023,Wyoming,2021,7,2021-02-20,110,96,17,103,121,19,133,262,2021,7,7.0,861,1.9744483159117305,2.2067363530778166,0.11149825783972125,2,1,Winter
27/09/2023,Wyoming,2021,8,2021-02-27,102,87,21,103,121,22,133,262,2021,8,7.0,851,2.4676850763807283,2.5851938895417157,0.10223266745005875,2,1,Winter
27/09/2023,Wyoming,2021,9,2021-03-06,86,77,16,103,121,19,133,262,2021,9,7.0,817,1.9583843329253363,2.3255813953488373,0.09424724602203183,3,2,Spring
27/09/2023,Wyoming,2021,10,2021-03-13,104,94,19,103,121,31,133,262,2021,10,7.0,867,2.1914648212226067,3.575547866205306,0.10841983852364476,3,2,Spring
27/09/2023,Wyoming,2021,11,2021-03-20,84,76,18,103,121,15,133,262,2021,11,7.0,812,2.2167487684729066,1.8472906403940887,0.09359605911330049,3,2,Spring
27/09/2023,Wyoming,2021,12,2021-03-27,109,99,29,103,121,19,133,262,2021,12,7.0,875,3.314285714285714,2.1714285714285713,0.11314285714285714,3,2,Spring
27/09/2023,Wyoming,2021,13,2021-04-03,86,76,21,103,121,17,133,262,2021,13,7.0,819,2.564102564102564,2.0757020757020754,0.0927960927960928,4,2,Spring
27/09/2023,Wyoming,2021,14,2021-04-10,91,79,29,103,121,18,133,0,2021,14,7.0,574,5.052264808362369,3.1358885017421603,0.13763066202090593,4,2,Spring
27/09/2023,Wyoming,2021,15,2021-04-17,76,71,23,103,121,15,133,262,2021,15,7.0,804,2.8606965174129355,1.8656716417910446,0.08830845771144279,4,2,Spring
27/09/2023,Wyoming,2021,16,2021-04-24,98,91,24,103,121,20,133,262,2021,16,7.0,852,2.8169014084507045,2.3474178403755865,0.1068075117370892,4,2,Spring
27/09/2023,Wyoming,2021,17,2021-05-01,89,80,21,103,121,17,133,262,2021,17,7.0,826,2.5423728813559325,2.0581113801452786,0.09685230024213075,5,2,Spring
27/09/2023,Wyoming,2021,18,2021-05-08,91,84,21,103,121,20,133,262,2021,18,7.0,835,2.5149700598802394,2.3952095808383236,0.10059880239520957,5,2,Spring
27/09/2023,Wyoming,2021,19,2021-05-15,90,76,16,103,121,19,0,262,2021,19,7.0,687,2.3289665211062593,2.7656477438136826,0.11062590975254731,5,2,Spring
27/09/2023,Wyoming,2021,20,2021-05-22,95,82,22,103,121,20,133,262,2021,20,7.0,838,2.6252983293556085,2.386634844868735,0.09785202863961814,5,2,Spring
27/09/2023,Wyoming,2021,21,2021-05-29,98,90,31,103,121,22,133,262,2021,21,7.0,860,3.604651162790698,2.558139534883721,0.10465116279069768,5,2,Spring
27/09/2023,Wyoming,2021,22,2021-06-05,105,97,25,103,121,24,133,262,2021,22,7.0,870,2.8735632183908044,2.7586206896551726,0.11149425287356322,6,3,Summer
27/09/2023,Wyoming,2021,23,2021-06-12,111,101,18,103,121,28,133,262,2021,23,7.0,877,2.0524515393386547,3.192702394526796,0.11516533637400228,6,3,Summer
27/09/2023,Wyoming,2021,24,2021-06-19,108,95,23,103,121,21,0,262,2021,24,7.0,733,3.1377899045020468,2.8649386084583903,0.1296043656207367,6,3,Summer
27/09/2023,Wyoming,2021,25,2021-06-26,98,84,19,103,13,12,133,262,2021,25,7.0,724,2.6243093922651934,1.6574585635359116,0.11602209944751381,6,3,Summer
27/09/2023,Wyoming,2021,26,2021-07-03,101,88,16,103,121,18,133,262,2021,26,7.0,842,1.9002375296912115,2.137767220902613,0.10451306413301663,7,3,Summer
27/09/2023,Wyoming,2021,27,2021-07-10,85,76,14,103,10,18,133,262,2021,27,7.0,701,1.9971469329529243,2.5677603423680457,0.10841654778887304,7,3,Summer
27/09/2023,Wyoming,2021,28,2021-07-17,108,93,22,103,121,20,133,262,2021,28,7.0,862,2.5522041763341066,2.320185614849188,0.10788863109048724,7,3,Summer
27/09/2023,Wyoming,2021,29,2021-07-24,99,85,22,0,121,19,0,16,2021,29,7.0,362,6.077348066298343,5.248618784530387,0.23480662983425415,7,3,Summer
27/09/2023,Wyoming,2021,30,2021-07-31,94,83,11,103,121,16,133,10,2021,30,7.0,571,1.926444833625219,2.8021015761821366,0.14535901926444833,7,3,Summer
27/09/2023,Wyoming,2021,31,2021-08-07,124,108,21,103,12,30,133,13,2021,31,7.0,544,3.860294117647059,5.514705882352941,0.19852941176470587,8,3,Summer
27/09/2023,Wyoming,2021,32,2021-08-14,137,122,29,10,121,24,133,17,2021,32,7.0,593,4.8903878583473865,4.0472175379426645,0.2057335581787521,8,3,Summer
